V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
M326,3115,3305.5,3463.5,3845,3812.5,3657.5,4027.5,5195,4287.5,4545,4526.5,4261.5,4305.5,4472,4694.5,5000,5180,5444.5,5858.5,6253.5
M327,2948,3137.5,3105.5,3554,3721.5,3980.5,4470.5,4624.5,4005,3976,4108.5,4167,4321,4320,4728.5,5000,5502.5,5101.5,5019,5058.5
M328,3537.5,3420,3556,3802,4180.5,4035.5,4399,4233.5,4002,4467,4486.5,4225,4369.5,4403.5,4639.5,5000,5222.5,5592.5,5868,6301.5
M329,2772,2944,3159,3364,3331,2819.5,3187.5,3482.5,3863.5,4128,4425,4368,4254,4442,4758.5,5000,5352.5,5647,5945,6263
M330,2866,3017.5,3315,3694,3732.5,3484.5,3652.5,3709.5,3866.5,4239,4085.5,3971,4164.5,4436,4875,5000,5343.5,5761,6465.5,6943
M331,2160.5,2285.5,2532.5,2688,2622,2307,2746.5,3021,3300,3344.5,3188,3345,3344.5,3762,4704,5000,5330.5,5576.5,5781.5,5998.5
M332,115.28,128.83,107.14,217.77,212.53,173.28,166.61,280.75,378.68,350.19,320.59,382.64,518.64,452.19,638.02,547.32,643.14,721.47,892.25,1230.34
M333,142.2,162.3,143.4,257.1,235.8,188.1,190.2,298.2,363.6,325.2,321,391.8,481.5,416.7,603,499.2,551.4,613.5,776.1,956.4
M334,194.12,218.46,179.96,374.5,363.7,294.4,284.36,484.98,654.9,595.74,549.02,655.08,869.52,759.2,1053.98,946.82,1097.74,1208.48,1464,1971.3
M335,101.1,117.9,105.9,196.5,174,129.6,134.7,210.9,246,209.7,214.2,276.6,311.7,287.4,387.6,356.1,405.3,444.6,542.7,661.5
M336,136.62,134.1,152.58,187.62,218.96,241.08,234.52,338.3,415.4,438.36,391.14,553.34,615.42,613.94,775.68,691.7,822.64,948.64,1074.96,965.08
M337,190.7,201.8,216.6,235.3,261.6,278.8,292.7,317.4,383.6,446.2,480.4,501.7,584.7,645.8,708.8,765.9,810.8,922.9,1005.8,1093.9
M338,1120,670,590,710,3285,7965,2205,1230,4195,3440,3550,2785,4705,370,665,1300,1660,1320,2220,2660
M339,6786,6489,6555,7155,5007,1890,5256,5871,3765,4392,4101,4377,3195,6510,5853,5436,4977,4926,4440,3921
M340,760,925,1000,1035,1280,1500,1585,1525,1580,1885,2100,1915,2240,2410,2250,2250,2250,2250,2270,2815
M341,1000,1500,1500,1750,1750,1750,2000,1500,2500,3000,3000,2500,4000,3000,3000,3000,3230,3550,4040,4500
M342,1071,1309,1428,1400,1652,1904,1974,1554,1589,2352,3031,2492,3248,3535,2800,2835,2982,3290,3458,4074
M343,2900,2875,2870,3070,3165,3415,3830,4135,3795,3725,3890,4355,4375,4385,4400,4665,5245,6130,7065,7245
M344,2970,2945,2935,3150,3200,3450,3840,4100,3770,3690,3910,4390,4485,4450,4415,4700,5315,6265,7255,7390
M345,3600,2445,2275,3690,4305,3080,2610,2750,3890,5125,5640,6865,5600,4345,4825,3875,3155,3185,3570,4080
M346,295,520,550,610,775,885,965,475,875,1330,1635,920,1700,1465,1190,1390,1580,1775,1975,2440
M347,590.8,613.2,658.6,714.2,780.4,849.2,925.8,993.2,1069.2,1161.8,1221.2,1276.6,1465.6,1665.2,1887.4,2072.6,2245.2,2487.4,2791.8,3127.6
M348,765.6,792.4,835.4,898.6,972.4,1045.2,1126.6,1203.8,1284,1398.2,1494.2,1574,1726.6,1927,2181.8,2413.6,2613.2,2893,3230.6,3618.6
M349,861,864,867,897,939,993,1047,1113,1170,1245,1332,1416,1518,1620,1758,1923,2103,2298,2508,2757
M350,255,285,405,660,975,915,1290,1860,2490,3555,3810,5055,6030,7620,8940,9975,11325,12690,12615,11895
M351,30,140,125,120,210,965,2720,5430,8615,7285,7525,8785,9820,10710,11695,13935,16730,18250,17745,17345
M352,1400,1770,1770,2535,3470,3510,2700,3270,3105,2065,2790,3295,4155,3900,2045,4045,4140,5850,6700,4885
M353,2488,2533,2563,2758,2970,3298,3061,3149,3414,3297,2621,2687,3343,4035,2663,2913,2873,3362,4691,4768
M354,5803,5720,5938,6225,6401,6487,6165,6186,6221,5692,5748,6022,6695,8149,7280,7085,5864,7124,7185,7334
M355,3030.5,3154,3216,3500.5,3749.5,4029,3946.5,3973.5,4069,3844.5,3744.5,4240.5,4968,5324,5655.5,6444.5,7065.5,7873,8265,8229.5
M356,1024,1219,1299,1512,1926,2379,2297,2518,2594,2349,2563,2999,3883,2940,2564,4073,5383,6500,7386,7114
M357,447,663,666,819,1081.5,1231.5,1213.5,1537.5,1417.5,889.5,877.5,1170,1399.5,1690.5,1558.5,2530.5,2983.5,3561,4783.5,4626
M358,1488,2289,2562,2808,3496,3053,2356,3222,2845,1424,3097,3639,4122,1957,1737,5099,6133,6211,4382,3424
M359,1516,1412.5,1338.5,1380,1467,1833,2467.5,2646.5,3357.5,5504.5,3330,4765,4133,5924.5,6977.5,5871.5,5557.5,4599.5,5063.5,6983.5
M360,1041,849,1435.5,1473,1053,2241,2458.5,2346,2668.5,1879.5,301.5,429,243,1009.5,1452,2679,1093.5,496.5,1270.5,1888.5
M361,917,651.5,552.5,1094.5,472.5,1001.5,987.5,887.5,1086,2645.5,2110.5,1812.5,2443.5,2155.5,1801.5,1628.5,1842,1479,2242,3432
M362,1430,1540,1480,1430,1540,1595,1715,1580,1625,1785,2105,2080,2325,2365,2330,2310,2250,2285,2320,2670
M363,1305,1410,1330,1310,1430,1480,1600,1450,1530,1680,1945,1895,2190,2205,2175,2165,2130,2200,2245,2565
M364,1350,1450,1375,1345,1455,1520,1655,1530,1580,1725,2015,1970,2255,2280,2240,2235,2195,2245,2285,2615
M365,1620,1735,1710,1620,1705,1760,1870,1755,1765,1940,2355,2365,2525,2595,2540,2510,2430,2415,2435,2835
M366,1555,1670,1620,1550,1630,1680,1775,1625,1670,1825,2160,2195,2375,2460,2430,2430,2325,2335,2360,2685
M367,1930,2350,2150,1900,1970,2200,2730,2380,2490,2800,3280,3180,3580,3510,3460,3140,3180,3200,3280,3830
M368,2010,2400,2210,1980,2000,2190,2720,2370,2530,2930,3600,3560,3950,3730,3460,3180,3230,3220,3270,3820
M369,1125,1220,1155,1160,1285,1340,1470,1275,1420,1540,1735,1715,2035,2005,1950,1975,2000,2075,2105,2330
M370,4930,5540,6590,6570,6130,5800,5800,4950,4080,4090,4350,3970,3230,3470,2980,3370,3170,3010,3000,3400
M371,4900,5470,6630,6690,6170,5880,5860,4920,3970,3950,4180,3870,3110,3360,2900,3320,3120,2960,2940,3320
M372,4330,5340,5620,5780,5910,5390,5360,4890,4570,4750,5000,4440,3920,3890,3240,3460,3290,3270,3240,3900
M373,4136,4490,5665,4386,5167,6938,7261,5479,4667,7490,6448,5589,10376.25,10818.75,8003.33,5356.25,6568.75,6112.08,5187.33,4347.08
M374,2140,2465,2555,2225,1980,1860,1915,2465,2578.33,2487.08,2277.92,2587.08,2691.67,2330.42,2353.33,2708.33,2668.75,2870.83,2860,3205.83
M375,1341,1377,1611,1686,1650,1725,1875,1926,1950,1680,1728,1812,1980,1974,1935,2121,2586,2622,2718,2607
M376,4110,3892.5,3820,4810,5780,7500,7000,6750,5812.5,6250,7754.17,9305.83,8281.67,7680.83,6799.17,5225.83,5305,5008.33,5921.67,6680
M377,3650,4225,2940,3305,6605,9480,6410,5190,4535,5025,4920,4080,4250,5175,6030,5810,3700,3395,1895,2770
M378,1000,1583.33,2500,2916.67,3083.33,4062.5,4333.33,4500,3687.5,3333.33,7062.5,9625,7750,7541.67,6166.67,6333.33,10958.33,12000,11333.33,12729.17
M379,1005,900,1395,3135,3285,3735,4080,4755,4800,3855,4095,5505,6525,5550,5640,6000,9420,6555,8040,5850
M380,4859.1,4783.91,4984.64,4422.66,4627.33,4180.56,4001.25,3752.03,3694.85,4020.48,4476.59,5175.79,5825.23,6183.17,5531.64,4942.91,4703.21,5025.52,4699.44,4407.76
M381,3744.5,3833.64,3716.93,3793.97,3458.79,3615.88,3362.04,3509,3315.6,3533.74,3835.79,4263,4624.23,5169.31,5518.58,4925.87,4490.63,4324.43,4625.17,4341.65
M382,6076.5,5795.16,5401.32,5414.94,5947.56,6760.77,6241.86,7004.97,6256.5,6116.91,6660.03,7055.13,7109.43,5552.19,4590.39,3955.32,3443.61,3366.75,4340.1,4997.01
M383,7320,7035.68,6923.88,6372.18,6224.26,5974.32,5814.16,5422.4,5029.6,4736.16,4731.5,5329.8,5357.96,5458.86,5834.24,5978.26,5095.04,4648.3,4720.46,4819.52
M384,4180,4505.7,4538.27,4638.42,4347.67,4507.04,4376.61,4880.71,5114.75,4888.61,4897.57,5071.37,5836.56,6082.78,6400.77,5950.14,5863.97,5598.03,5610.22,5334.18
M385,3091.01,3070.16,3005.78,2945.97,2714.61,2802.95,3128.65,3259.07,3271.43,3302.74,3582.35,4072.64,3834.09,4289.88,4767.38,5504.4,5253.62,5129.83,5549.08,5565.09
M386,2145.6,2022.4,2176.2,2161.86,2402.56,2427.16,2379.72,2345.04,2658.76,3090.22,3077.54,3047.46,2760.68,2712.32,2605.64,2590.5,3070.08,3377.22,3687.94,3210.04
M387,5148.44,5024.66,4789.2,4194.62,4333.78,3896.2,3676.92,3483.02,3275.14,3522.42,3697.9,3681.52,4049.82,4322.72,3796.14,3353.98,3191.98,3381.74,3105.36,3037.94
M388,4003.91,4081.71,4277.56,4520.41,5565.1,5732.72,5215.05,4885.95,4866.45,6212.98,7045.62,8046.78,9225.54,9456.15,7431.28,6729.17,6564.67,7055.43,6045.88,6212.98
M389,4557.98,4257.69,4053.59,4613.23,4656.19,5347.15,5321.14,5661.84,5958.07,5401.08,5159.85,5624.67,5803.49,5920.57,8065.94,9199.68,9817.72,7864.99,8289.14,9198.63
M390,1045.24,1056.1,1061.64,1067.64,1076.17,1092.87,1104.63,1117.47,1129.19,1142.13,1155.74,1171.17,1191.06,1206.71,1222.14,1244.22,1265.03,1284.59,1301.8,1320.92
M391,1030.68,1039.94,1049.95,1046.21,1052.31,1070.56,1083.21,1096.83,1109.54,1122.65,1137.27,1153.29,1172.45,1187.71,1201.53,1224.16,1244.85,1265.13,1280.58,1298.74
M392,4914.8,5071.4,4999.3,5175.8,5323.5,5374.9,5491.9,5390.4,5572.2,5751.4,5812.3,5745,5906.5,6031.8,6054.6,6175.9,6307.6,6478.2,6672.6,6891.5
M393,3900,3800,5900,5300,3300,3000,2900,5500,4400,4100,4300,6800,5500,5500,6700,5500,5700,5200,4500,3800
M394,3200,5400,4700,2500,2400,2500,4900,3800,3400,3600,6200,4700,4700,5700,4600,4500,3900,3200,2500,2300
M395,3600,5300,5100,4000,3200,2900,5500,4400,4200,4100,6100,5200,5100,6300,5400,5400,5200,4500,3800,4200
M396,920,1340,1220,820,850,760,1260,1100,1110,1160,1590,1460,1470,1680,1470,1720,1620,1480,1280,1290
M397,5000,3900,3600,3800,6100,4800,5000,6000,4900,5000,4600,4100,3400,3400,3200,3100,4500,5400,5100,4300
M398,1040,940,1050,1480,1400,1400,1280,1230,1430,1560,1890,1950,1590,1510,1450,1300,1170,1150,1130,1240
M399,7500,8100,12200,11500,10100,9100,8300,10100,10400,13800,13700,10700,10500,10600,8800,8100,8000,8100,9900,11500
M400,4400,4400,5400,7300,7200,7100,7000,10000,10100,9400,8500,8300,9200,10400,11700,12200,10400,10400,9800,9200
M401,4500,7300,6300,3900,3600,3400,6700,5100,4700,4900,7900,6100,6200,7500,6100,6100,5400,4600,3800,3900
M402,4350,7000,6100,3600,3350,3600,6450,5450,5000,5450,7650,6700,6750,7850,6750,6650,5600,5050,4000,3700
M403,4000,8100,5700,3100,3000,2600,7300,4400,4400,4900,10600,6200,6400,8500,5700,5500,4700,3500,2800,3400
M404,5500,7100,9000,4400,4800,5600,9000,7200,7400,6900,10300,9100,8300,9600,7500,9200,9700,7600,6600,6900
M405,4385.7,4486.6,4375.4,4519.7,4781.9,4879.3,5020.2,4899,5064.1,5236.9,5285.3,5132.4,5326.8,5418.9,5399.9,5554.9,5665.3,5828.3,6076.5,6390.1
M406,3838.2,3921.6,3789.7,3917,4143,4218.5,4355.6,4223.8,4372.7,4509.1,4523.9,4348.3,4518.6,4583.6,4540.4,4666,4742.9,4868.6,5068.9,5311.6
M407,4385.7,4486.6,4375.4,4519.7,4781.9,4879.3,5020.2,4899,5064.1,5236.9,5285.3,5132.4,5326.8,5418.9,5399.9,5554.9,5665.3,5828.3,6076.5,6390.1
M408,3838.2,3921.6,3789.7,3917,4143,4218.5,4355.6,4223.8,4372.7,4509.1,4523.9,4348.3,4518.6,4583.6,4540.4,4666,4742.9,4868.6,5068.9,5311.6
M409,2283.7,2363.4,2345.6,2392.9,2503.7,2555.3,2600.7,2592.4,2684.5,2784.8,2806.5,2753.8,2851.1,2904,2907.8,2980.7,3043.4,3141.2,3262.7,3390.2
M410,9550,9940,9300,9010,9290,8980,8660,7910,7920,8220,8280,7510,7320,7120,6720,6500,6350,6340,6320,6270
M411,1298,1332,1187,1256,1238,1163,1155,1042,1050,1032,981,919,946,924,893,902,885,892,926,964
M412,649,655,618,640,707,730,768,753,773,797,810,794,809,828,828,849,865,879,908,961
M413,3530,3440,3120,3420,3680,3710,3940,3600,3970,4040,4060,3760,4070,4130,4080,4420,4530,4710,5070,5470
M414,4210,4220,3850,4000,4060,3940,4210,3910,3960,4030,3870,3730,3880,3900,3780,3900,3870,3980,4200,4340
M415,1026,1016,964,1016,1210,1351,1575,1345,1418,1366,1395,1129,1184,1135,1029,1097,1143,1145,1259,1385
M416,4870,4940,4880,4940,5050,5100,5220,5250,5390,5600,5640,5630,5750,5890,5920,5950,5900,6020,6210,6460
M417,2464.5,2560.1,2664.8,2761.9,2867.7,2995.8,3064.9,3107.8,3216.1,3347.2,3434.8,3457,3585.3,3740.5,3943,4101.6,4193.3,4280.2,4290.8,4379.5
M418,1436,1496,1517,1565,1622,1683,1742,1807,1889,1961,1998,2029,2086,2145,2189,2237,2291,2346,2388,2441
M419,3990,4360,4300,4600,5220,5400,5240,5120,5480,5930,5700,5390,5780,5580,5490,5670,5840,5990,6290,6490
M420,3250,3235,2944,3191,3446,3496,3678,3357,3549,3603,3549,3254,3473,3462,3371,3517,3558,3644,3854,4113
M421,9400,9450,8740,8600,9030,9010,9100,8600,8850,9030,8980,8330,8510,8450,8240,8290,8280,8440,8670,8910
M422,7935,8700,9020,8880,10115,11825,11345,9680,8530,9100,9305,8150,7215,6760,6115,6475,5900,6070,5690,6495
M423,4550,4935,5845,6445,7890,9575,9145,6840,6335,6415,7745,9025,7370,6750,6435,7225,6585,7155,7140,7885
M424,2620,2980,3240,3180,3540,3920,4270,3430,2890,2930,3190,3180,2630,2330,2100,2310,2110,2220,2190,2370
M425,1732.2,1714.4,1881.1,1954.6,2263.1,2481.8,2240.3,1585.8,1370.8,1365.4,1510.6,1605.1,1286.5,1129.9,1019.6,1112.5,1002,1043.9,1009.6,1059.3
M426,5660,5540,5610,5730,5730,5710,5550,5670,5750,5710,5540,5600,5610,5540,5550,5540,5570,5620,5690,5730
M427,4040,4060,3870,4130,4320,4190,4400,4380,4510,4620,4600,4510,4690,4770,4750,4830,4830,4860,4940,5150
M428,1622.43,1810.29,1827.37,1743.69,1707.82,1781.26,1842.74,1864.82,1917.01,2007.84,2171.03,2309.38,2600.27,2869.87,3114.64,3274.28,3323.94,3260.09,3086.26,3547.43
M429,8506.01,8224.48,8381.79,8457.96,8554.98,8587.62,8877.32,9209.18,9516.03,9685.82,9833.99,9979.86,10062.9,9984.17,9861.01,10079.83,10148.93,10095.28,9873.06,9644.07
M430,5394.21,5667.34,5803.9,5667.34,5803.9,6008.75,6213.59,6350.15,6250,6196.52,6333.08,6537.92,6691.56,6779.6,6823.63,6867.65,6911.67,6882.33,6647.53,6530.14
M431,3443.4,3628.45,3766.33,3922.35,4023.95,4183.6,4306.97,4390.42,4492.02,4720.61,4560.96,4869.38,4709.73,4785.92,4785.92,4916.55,5000,4414.01,4172.5,3911.47
M432,1795,1920,1854,2155,2053,2038,2187,2193,2095,2043,2301,2434,2461,2310,2239,2471,2535,2545,2514,2664
M433,1766,1762,1868,1847,1916,1933,1920,1834,1904,2017,2075,2110,2077,2233,2246,2276,2341,2493,2299,2169
M434,2481,2740,3121,3321,3430,3842,4272,4502,4450,4739,5099,5287,5406,5622,5896,6164,6462,6553,6570,6947
M435,2758,2881,2838,2904,2857,3014,3152,3202,2994,3075,3116,3072,3215,3218,3139,3294,3440,3435,3370,3663
M436,9783,9819,9863,9969,10291,10497,10582,10635,10658,10861,11139,11012,10882,11060,11234,11261,11062,11105,10860,10809
M437,3907,4292,4751,5135,5214,5827,6282,6712,6765,7169,7645,7871,7850,8025,8316,8621,8993,9393,9589,9882
M438,6660.4,6739.7,6876,6997.1,7131.7,7405.2,7497.2,7617.2,7665.1,7778.5,7902.1,8038.4,8128.4,8252.7,8356.5,8460.5,8539.3,8602.2,8737.6,8767.3
M439,4924.8,4955.1,4961.3,4987.4,5008,5145.6,5175.7,5212.7,5224.4,5240.4,5294.8,5369.9,5432.7,5438.6,5474.7,5529.6,5527.1,5552.5,5608.8,5612.5
M440,5624.2,5750.3,5970.4,6193,6812.4,7635.9,7748.7,7901.8,7973.5,8106.6,8272.4,8370.8,8499.9,8664.9,8776.8,8865.8,8965.2,9021.1,9114.2,9214.1
M441,4903.5,5113,5395.5,5885.5,6260,6651,6795,7035.5,7299.5,7397,7518.5,7654,7874.5,8198,8334.5,8334.5,8606.5,8590.5,8855,8975.5
M442,9003,9037,8979,9413,9970,10134,10016,9640,9318,9521,9973,10086,10246,10724,10947,11201,11128,10833,10472,10193
M443,10343,10356,10347,10726,10446,10724,10956,9558,9258,10252,10318,10459,10370,10725,10400,11564,10651,10212,10521,10828
M444,8464,8568,8588,8937,9138,9188,9099,9201,9521,9797,9997,10092,10109,10424,10449,11054,10655,10587,10326,10419
M445,5149,4971.2,5015.4,5026.2,5134.6,4972.4,4810.2,4703,4547.4,4563.2,4655.4,4687,4842.2,4878.4,4946,4914.8,4747,4588.6,4459.6,4450.2
M446,5701,5622,5663.5,5849.5,6470.5,6563,6325,5878.5,5709.5,5580,5700.5,6127,6576.5,6703.5,7020.5,6951,6640,6355,6112.5,6266
M447,9151.5,8922,9094.8,9177.6,9402.6,9292.8,8893.5,8608.8,8344.5,8417.1,8712.6,8707.2,8981.7,9026.1,9125.7,9095.7,8808.3,8571.9,8420.7,8346.3
M448,9837,8731,9038,9150,9099.5,10258,9509.5,9218.5,8896.5,9034,8909,9392.5,10147,9521,9582.5,9308.5,9317,9039.5,9022,8182
M449,5972.5,5580,5754.5,5972.5,6391.5,6295.5,6122.5,6577.5,6734,6882.5,6075,6660.5,6843.5,7006,7348.5,7195.5,6977.5,6898.5,6903.5,7088
M450,6789.9,6950.7,6911.4,6956.1,7272.3,7308.9,6973.2,7454.7,7063.8,7183.2,7184.1,7283.7,7000.5,7125.3,7256.4,7413.3,7003.5,6838.5,6658.2,6603.3
M451,4736,4802,4842.5,4996,4849,4664.5,4711.5,4728,4787,4932,5130,5212,5380.5,5693,5836,5992,5932,5889.5,5846.5,5837.5
M452,4654.5,4748,4796.5,4837.5,4368,3902.5,4098.5,4238,4374,4499,4709,4800,5146,5450.5,5654.5,5769,5811,5821.5,5879,5908.5
M453,8148,7859.5,7775.5,8162.5,8312.5,8377.5,8157.5,8290,8166.5,8153,8373,8611,8489,9071.5,9018.5,9159.5,8866.5,9008,8712.5,8745.5
M454,8942.4,8681.7,8806.8,8937.6,9112.8,9027.9,8658,8491.2,8382.3,8384.1,8621.7,8851.5,9173.4,9238.8,9339.9,9514.8,9127.8,8850.9,8744.7,9142.8
M455,7618.5,7477,7528.5,7799.5,8403.5,8480.5,8234.5,7988,7766.5,7841.5,8112,8632.5,8746,8948,9507,9533,9134.5,8623,8548.5,8741
M456,6938.2,6731.2,6887.6,7016.6,7114,7065.2,6753.8,6625.8,6573.8,6578,6793.8,6953.8,7240.4,7307.4,7327.4,7487.6,7231.6,7049.8,6978.6,7392.6
M457,6981.6,6671.4,6809.7,7144.5,7700.4,7666.2,7490.7,7501.5,7088.1,7210.5,7270.5,7348.2,7871.4,8170.8,7521,8127.3,7877.7,7525.5,7604.4,7280.4
M458,5706,5437.2,5524.5,5786.7,5851.5,5720.4,5584.8,6184.5,6276.6,6109.8,5829.9,5770.8,5940,6129.3,6596.4,6196.8,5932.5,5772.3,6229.5,6678.3
M459,7744.2,8009.1,8077.5,8187,8813.1,8462.4,8361,8414.7,8331.6,8560.2,8699.4,8857.2,8964.9,8921.7,9121.2,9434.4,8772,8636.1,8346,8234.4
M460,6243.5,6242,6386,6500,6426.5,6265.5,6314.5,6319.5,6539,6723.5,7034,7208,7467,7744.5,7916.5,8113,8084,8039.5,8060.5,8257
M461,6182,6191.5,6198.5,6292.5,6535,6686,6488,6375.5,6477,6645,6901,7046.5,7290.5,7450,7722.5,7845,7742,7566,7384,7456
M462,5916.5,5975.5,6126.5,6147.5,5917,5626.5,5740,5793,6034,6202.5,6533.5,6740,7131.5,7397,7587.5,7802.5,7871,7874,8067.5,8285.5
M463,6325,6268,6588,6774.5,6747,6745,6946.5,6374,6404.5,6823,7079,7354,7158,7308,7520,7740,7658.5,7403.5,7256.5,7655.5
M464,6096.5,5951.5,6136.5,6344,6515.5,6500,6506,6557,6937,7120.5,7410.5,7344,7354.5,7474.5,7613,7786.5,7478,7334,7213,7150
M465,5534.7,5331.3,5356.2,5604,5671.8,5658.9,5584.8,5567.7,5661.6,5713.8,5835.3,6024.3,6073.5,6581.7,6472.8,6571.5,6483,6509.1,6310.5,6603.3
M466,8320,8243,8391,8077,7554,7160,6721,5784,5667,5047,5008,5260,5303,5075,4828,4922,5450,5311,5311,5280
M467,1916,1955,1954,2034,1972,1822,1916,1721,1774,1755,1827,1951,2100,2158,2193,2324,2430,2543,2610,2654
M468,9250,9050,9050,8600,7950,7500,6950,5900,5700,5000,4850,5050,5000,4650,4400,4400,4850,4700,4650,4550
M469,8520,8480,8420,8580,8080,7280,7680,6620,6660,6460,6540,6500,6780,6540,6440,6420,6500,6600,6340,6280
M470,3400,3500,3500,3400,3600,3900,3650,3950,4000,4000,4100,4300,4250,4500,4600,4850,4950,5050,5400,5550
M471,2300,2370,2330,2520,2610,2540,2850,2980,3130,3480,3650,3710,3960,4250,4540,4720,4460,4790,4910,5030
M472,4900,5050,4950,5000,5100,5200,5150,5250,5300,5350,5400,5750,5800,6100,6200,6500,6650,6800,7200,7300
M473,4948,5694,6182,6602,6999,7386,7736,7908,8032,8073,8135,8172,8196,8216,8230,8244,8249,8255,8264,8268
M474,4488,5192,5634,6009,6370,6740,7078,7245,7367,7409,7472,7513,7542,7568,7590,7612,7628,7645,7666,7681
M475,5485,5520,5555,5581,5592,5578,5547,5514,5476,5454,5425,5390,5352,5310,5264,5214,5159,5100,5036,4969
M476,4225,4275,4324,4365,4392,4395,4385,4371,4352,4340,4330,4315,4298,4277,4254,4226,4196,4162,4125,4084
M477,3791,3766,3741,3716,3692,3667,3635,3609,3582,3568,3416,3390,3364,3338,3312,3284,3254,3225,3194,3162
M478,6881,6989,7031,7055,7070,7101,7132,7137,7151,7160,7130,7108,7079,7052,7019,6987,6951,6913,6874,6830
M479,4821,4840,4855,4886,4930,5009,5152,5285,5440,5557,5016,5078,5128,5183,5237,5296,5347,5407,5472,5492
M480,2804,3066,3320,3636,4008,4314,4706,4900,5022,5066,5074,5058,5026,4992,4952,4910,4852,4802,4754,4538
M481,2580,2836,3082,3392,3760,4064,4458,4654,4778,4822,4838,4828,4802,4776,4744,4710,4660,4618,4578,4370
M482,998.42,1180.23,1324.57,1473.12,1740.3,1983.78,2275.47,2554.3,2790.1,3020.77,3285.82,3674.14,4015.38,4213.46,4613.48,4672.4,4938.21,5141.55,5372.29,5791.1
M483,2018.6,2232.2,2504.4,3103.4,3666.3,3447.9,3943.5,4273.7,4637.2,4704.7,5104.7,5509.9,5630.6,6557.6,6579.8,5382.6,4199.1,4046.3,4509.4,4556.6
M484,1275.67,1512.79,1697.12,1889.08,2232.09,2554.63,2935.17,3298.86,3605.5,3904.97,4252.14,4770.08,5208.87,5447.36,5957.51,6070.75,6419.33,6696.87,7009.69,7553.38
M485,1578.47,1723.97,1960.3,2039.55,2394.88,2528.25,2718.63,2939.07,3139.43,3425.98,3559.63,3451.5,4028.77,4757.5,5622.65,4621.08,5136,4933.25,4623.5,5164.2
M486,1819.5,1867.71,2075.42,2190.27,2531.55,2825.41,3134.6,3384.89,3702.73,4069.09,4626.02,5062.43,5338,5360.79,5513.39,5586.08,5616.14,5814.63,5957.75,5558.26
M487,888.37,1086.09,1338.31,1478.95,1849.81,2204.21,2615.44,2928.36,3301.82,3739.58,4370.46,4903.1,5301.02,5446.1,5730.03,5951.23,6184.34,6582.18,6976.33,7470.2
M488,2298.95,2343.85,2590.64,2698.3,3091.75,3432.63,3778.86,4041.51,4406.31,4785.15,5363.47,5826.22,6090.01,6069.81,6188.8,6242.2,6270.27,6410.07,6570.4,6773.44
M489,858.91,874.34,970.2,1258.8,1465.33,1647.9,1904.03,2178.96,2528.83,2956.86,3570.46,4105.51,4517.76,4725.9,5060.84,5305.29,5440.92,5751.61,6161.14,6587.53
M490,4621.14,4922.09,4922.17,4918.49,5242.95,5514.38,6128.21,6423.33,7167.7,7423.6,7933.95,8194.61,8308.47,8306.58,8240.59,8238.18,8134.3,8341.75,8387.51,8889.85
M491,170.8,275.35,382.2,485.4,672.35,861.95,1209.3,1487.5,1874.3,2554.25,3308.75,4125.1,4875,5502.5,5905.8,6444.5,7027.65,8036.95,8998.7,10446.95
M492,853.42,1070.86,1258.72,1428.24,1774.62,2164.88,2698.72,3082.38,3850.42,4609.52,5493.2,6261.74,6874.52,7403.14,7749.78,8185.14,8606.92,9328.94,9993.76,10821.94
M493,2151.06,2332.26,2457.82,2533.53,2867.22,3186.52,3487.47,3733.52,4052.26,4482.15,5116.47,5671.98,6086.66,6229.16,6526.62,6735.6,6874.34,7206.03,7491.36,7839
M494,899.43,1041.88,1167.86,1272.52,1531.29,1795.56,2055.85,2254.34,2471.51,2764.98,3223.44,3628.32,3956.07,4108.26,4379.9,4626.46,4858.76,5199.46,5559.47,5975.21
M495,1337.12,1440.22,1508.16,1560.1,1767.84,1970.88,2165.08,2333.96,2542.74,2825.84,3255.48,3643.12,3942.28,4077.14,4323.76,4543.34,4706.64,4993.86,5302,5625.66
M496,2034.87,2177.29,2266.78,2307.84,2558.51,2802.73,3031.59,3215.51,3477.99,3831.61,4340.44,4789.95,5128.66,5236.19,5479.23,5640.72,5730.79,6037.76,6225,6491.69
M497,2099.86,2262.9,2373,2425.82,2748.14,3021.54,3315.36,3605.82,3969.4,4455.64,5151.96,5788.44,6265.02,6496.62,6841.14,7042.1,7160.82,7402.06,7677.46,7946.3
M498,6424.37,7103.89,7318.96,7286.59,7687.31,8174.01,8587.45,8875.73,9347.32,9127.25,9139.19,9193.65,9149.39,8973.47,8912.51,8986.03,8763.29,8826.24,8725.08,8789.08
M499,896,1452.4,2019.2,2595.8,3460.4,4689.2,6317.2,7747.4,8262.2,7769,7381.2,7245.6,7151.8,6696.4,6583.6,6357.6,6128.2,6177.2,6330,6863.8
M500,3247.35,3826.2,4273.1,4625.9,5266.45,6009.6,6772.35,7298.5,7009,6377.5,5925,5703.75,5590.25,5443.75,5520.9,5891.6,6034.9,6533.6,6976.15,7578.9
M501,4096.86,4558.41,4783.48,4887.76,5305,5813.8,6278.82,6564.87,6830.67,6722.89,6853.93,6932.35,6988.63,6935.74,6865.46,6917.44,6649.65,6750.67,6641.7,6699.67
