,V1,V2,V3,V4,V5,V6,V7
678,Y679,11674.358562741749,11870.7,12246.56,13241.82,13736.66,14638.02
679,Y680,4893.333534340158,4950.5,4846.1,4932.4,4781.6,4840.8
680,Y681,4368.479036348706,4768.6,4908.5,5145.3,5361.3,5669.9
681,Y682,1596.1,2255.5,1961.3,3163.9,3406.8,3659.3
682,Y683,5447.55918976562,6192.798,6261.222,6560.738,7243.099,7152.13
683,Y684,3914.256969574571,4349.4,4415.5,4524.8,4595.5,4606.4
684,Y685,4659.689485488307,4583.977,4765.467,4972.81,4896.317,5232.976
685,Y686,5890.0,5990.0,6160.0,6360.0,6510.0,6650.0
686,Y687,2121.842,2321.044,2523.266,2827.371,2959.924,3040.627
687,Y688,8154.230527019484,7325.492,7932.494,8681.675,8572.532,9189.255
688,Y689,2585.6074733999635,1285.7,1269.7,1263.3,1262.8,1252.9
689,Y690,2605.7,2613.0,2585.0,2571.8,2565.9,2565.8
690,Y691,4911.1,4911.0,4871.9,4829.9,4792.9,4776.8
691,Y692,3362.2175045413314,2097.5,2081.4,2053.0,2037.0,2025.7
692,Y693,2718.3908312173676,1972.1,1969.2,1954.2,1946.0,1944.4
693,Y694,2145.641410149385,1065.8,1056.3,1043.4,1043.8,1023.4
694,Y695,2318.3347845645885,1592.5,1574.6,1555.8,1554.3,1552.7
695,Y696,3564.5,3543.7,3535.6,3537.1,3524.0,3517.3
696,Y697,2169.7,2182.9,2191.9,2200.3,2208.7,2224.7
697,Y698,10246.027005268565,9210.0,9400.0,9650.0,9760.0,9870.0
698,Y699,7260.0,7240.0,7390.0,7540.0,7640.0,7730.0
699,Y700,1749.32,1882.81,1845.15,2057.6,2120.64,2268.37
700,Y701,2970.1521989127746,2487.499,2825.88,2897.033,2983.664,3052.986
701,Y702,2962.674,3332.967,3685.595,3742.916,3890.9,3977.806
702,Y703,10618.1,10249.6,10363.9,9898.5,9781.3,9630.3
703,Y704,1977.9,1970.6,1973.3,1947.9,1936.0,1930.3
704,Y705,3695.7,3714.1,3715.0,3711.1,3714.7,3711.8
705,Y706,2715.367141434941,2142.4,2120.9,2092.7,2087.6,2080.3
706,Y707,3580.1048891825462,3477.2,3446.9,3438.9,3397.7,3331.4
707,Y708,5902.821829204527,5571.9,5585.6,5575.8,5565.0,5569.1
708,Y709,7740.529407543196,7185.0,7348.0,7445.0,7597.0,7760.0
709,Y710,2100.360272730836,1585.0,1658.0,1712.0,1770.0,1829.0
710,Y711,6780.323594790306,7020.0,7440.0,7840.0,8040.0,8500.0
711,Y712,2856.0,2852.0,2874.0,2899.0,2926.0,2961.0
712,Y713,4455.462910305416,4150.0,4140.0,4120.0,4060.0,4040.0
713,Y714,7670.0,8120.0,8620.0,9090.0,9430.0,9420.0
714,Y715,2003.3,2016.8,2024.0,2029.3,2043.6,2064.0
715,Y716,4962.2,4940.0,4924.6,4890.4,4870.9,4832.5
716,Y717,3168.5291251345093,3751.8,3753.4,3738.4,3765.4,3742.1
717,Y718,3690.0,3683.7,3670.2,3648.1,3629.9,3606.8
718,Y719,2455.0,2441.9,2393.2,2351.6,2336.5,2312.3
719,Y720,8005.015852902408,8423.0,8492.4,8552.3,8668.7,8782.4
720,Y721,1735.3,1732.4,1757.8,1774.7,1786.4,1800.6
721,Y722,1359.27,1420.64,1331.94,1615.54,1300.45,1384.0
722,Y723,10233.270709355264,11329.0,8989.0,7066.0,7622.0,6989.0
723,Y724,933.3688795535304,1610.0,1580.0,1550.0,1510.0,1500.0
724,Y725,1490.67,1452.29,1397.29,1379.52,1361.6,1369.13
725,Y726,1663.17,1561.65,1452.52,2082.28,2133.24,1972.89
726,Y727,8048.86,9976.67,13371.89,14660.82,15310.29,15448.79
727,Y728,2656.8606039009037,2500.0,2550.0,2650.0,2620.0,2680.0
728,Y729,10405.034825210192,10040.0,10190.0,10440.0,10520.0,10610.0
729,Y730,4510.0,4700.0,4920.0,5050.0,5120.0,5080.0
730,Y731,2690.401167076423,2040.0,2100.0,2200.0,2280.0,2330.0
731,Y732,2640.0,2540.0,2520.0,2480.0,2500.0,2470.0
732,Y733,1171.0,1178.0,1180.0,1174.0,1183.0,1200.0
733,Y734,2794.4376450646105,1440.0,1490.0,1550.0,1640.0,1610.0
734,Y735,2171.098306083048,1650.0,1690.0,1750.0,1770.0,1730.0
735,Y736,2621.3287280659656,1060.0,1070.0,1050.0,1060.0,1090.0
736,Y737,2347.8,2378.74,2408.15,2430.58,2412.04,2426.31
737,Y738,3311.452504815798,1979.0,1930.0,1867.0,1842.0,1822.0
738,Y739,4164.931050249126,2520.0,2520.0,2380.0,2380.0,2440.0
739,Y740,10055.445121948764,8170.0,7840.0,7630.0,7490.0,7350.0
740,Y741,1106.0,1013.0,1042.0,1087.0,1113.0,1140.0
741,Y742,2492.5052433962555,1380.0,1390.0,1390.0,1340.0,1350.0
742,Y743,5540.679468679571,4960.0,4800.0,4710.0,4710.0,4600.0
743,Y744,1560.0,1580.0,1600.0,1600.0,1540.0,1540.0
744,Y745,2576.958837447188,1530.0,1570.0,1610.0,1650.0,1720.0
745,Y746,3085.095230886366,2050.0,2040.0,2130.0,2290.0,2400.0
746,Y747,8139.789320932716,7780.0,7840.0,7870.0,7920.0,7940.0
747,Y748,5088.461715614275,4200.0,4150.0,4330.0,4360.0,4240.0
748,Y749,1620.0,1600.0,1560.0,1560.0,1540.0,1550.0
749,Y750,1747.4378186355295,1410.0,1410.0,1430.0,1440.0,1440.0
750,Y751,2065.215,1970.274,1911.188,1879.024,1919.91,1963.036
751,Y752,4120.8,4212.8,4218.3,4178.7,4240.2,4209.4
752,Y753,15655.8,15756.9,15743.3,15027.7,14605.0,14830.2
753,Y754,4450.3,4652.6,4466.1,4659.0,4560.6,5363.2
754,Y755,6823.683796875582,8126.29,9001.8,10455.0,10632.61,11804.78
755,Y756,6658.0,8391.0,9637.0,10008.0,9935.0,10698.0
756,Y757,2569.94,2820.08,3092.9,2859.79,3091.2,2729.22
757,Y758,1724.7,1348.4,1445.9,1368.1,1357.6,1378.6
758,Y759,3667.400666734103,5264.4,4648.2,6924.8,4274.6,3103.6
759,Y760,16446.97399941001,17364.3,19084.8,19469.6,20919.8,22263.7
760,Y761,4510.0,3780.0,3770.0,4140.0,4570.0,5120.0
761,Y762,3530.0,3650.0,3740.0,3760.0,3860.0,3970.0
762,Y763,2749.0062392092354,3230.0,3350.0,3400.0,3570.0,3800.0
763,Y764,2480.118329706214,2803.17,2623.99,2524.41,2800.11,3226.67
764,Y765,2747.61,2750.78,2757.63,2763.21,2754.99,2742.19
765,Y766,6363.17,6483.5,6568.4,6635.65,6695.02,6748.36
766,Y767,3657.503006560821,3268.15,3286.74,3312.44,3326.34,3336.54
767,Y768,1488.15,1480.97,1470.48,1458.26,1450.04,1436.73
768,Y769,3140.0,3230.0,3340.0,3440.0,3480.0,3520.0
769,Y770,4566.298595591532,4130.0,4050.0,4020.0,3980.0,3920.0
770,Y771,7220.3,7364.1,7515.0,7668.9,7853.5,8042.1
771,Y772,6534.0,6680.6,6827.0,6964.0,7134.5,7304.2
772,Y773,2074.9164621290925,1856.0,1767.0,1751.0,1760.0,1763.0
773,Y774,8770.963169960163,8918.0,9113.0,9310.0,9519.0,9582.0
774,Y775,1915.0,1928.0,1949.0,1971.0,2031.0,2111.0
775,Y776,3112.0,3155.0,3174.0,3191.0,3274.0,3398.0
776,Y777,4019.0,4162.0,4336.0,4487.0,4617.0,4819.0
777,Y778,1440.0,1340.0,1300.0,1260.0,1260.0,1200.0
778,Y779,5191.119296821318,6000.0,5880.0,5890.0,5860.0,5840.0
779,Y780,1550.0,1510.0,1460.0,1470.0,1540.0,1560.0
780,Y781,2070.060428369797,2010.0,2054.0,2176.0,2301.0,2460.0
781,Y782,10811.943308618436,10880.0,11270.0,11750.0,12300.0,12470.0
782,Y783,5270.9,5115.1,5128.6,5226.0,5322.1,5414.2
783,Y784,4487.1,4329.3,4355.0,4467.6,4572.0,4667.8
784,Y785,9540.0,9080.0,9200.0,9300.0,9770.0,9930.0
785,Y786,1887.3551142404383,2136.0,2130.0,2123.0,2136.0,2161.0
786,Y787,6894.321999363559,7100.0,7410.0,6620.0,6480.0,6390.0
787,Y788,3290.0,3320.0,3440.0,3400.0,3530.0,3590.0
788,Y789,8095.0,8087.0,8180.0,8326.0,8499.0,8695.0
789,Y790,1760.0,1740.0,1760.0,1770.0,1760.0,1730.0
790,Y791,2180.0,2150.0,2100.0,2050.0,2030.0,1980.0
791,Y792,2200.0,2274.26,1862.78,2269.12,1762.75,1151.13
792,Y793,3475.1382,3620.9216,3877.1968,4023.0379,4296.4774,4371.3484
793,Y794,14301.25,12820.8,13390.33,14351.66,13453.94,14313.61
794,Y795,6524.1,6489.0,6486.9,6476.4,6476.3,6471.7
795,Y796,3927.1713620839696,4270.3,4246.9,4232.3,4194.4,4158.2
796,Y797,3962.4043778535392,4190.0,4173.8,4140.0,4117.9,4101.3
797,Y798,3530.4889770959935,4010.0,3970.0,3880.0,3880.0,3870.0
798,Y799,12275.901708539042,12425.0,12592.0,12781.0,12902.0,13064.0
799,Y800,2510.0,2440.0,2400.0,2360.0,2180.0,2040.0
800,Y801,1848.0,1893.0,1946.0,2028.0,2118.0,2224.0
801,Y802,9520.0,9810.0,10170.0,10790.0,11750.0,11980.0
802,Y803,3222.0,3422.0,3657.0,3854.0,4085.0,4257.0
803,Y804,1930.0,1920.0,1940.0,1940.0,2000.0,2170.0
804,Y805,2216.4286021077364,1092.078,1220.072,1285.907,1360.628,1330.223
805,Y806,3109.465839248937,1610.0,1562.0,1656.0,1776.0,1870.0
806,Y807,1533.688,1444.371,1476.017,1584.563,1664.474,1753.433
807,Y808,3723.910687461567,2097.1,2058.9,2042.7,2040.6,2019.9
808,Y809,3514.63,3545.1,3579.19,3613.79,3655.93,3690.19
809,Y810,3600.0551541717196,2069.43,2081.61,2094.5,2110.4,2134.42
810,Y811,3984.8531665352534,2449.3,2439.5,2438.9,2438.0,2418.4
811,Y812,5788.7,5855.2,5936.5,5992.7,5958.8,5966.0
812,Y813,3720.8854888166657,2423.7,2389.2,2370.9,2344.8,2335.7
813,Y814,5563.761998711478,4037.6,4051.7,3973.9,3962.8,3982.9
814,Y815,1980.0,1960.0,1970.0,1990.0,2000.0,2010.0
815,Y816,2440.0,2360.0,2340.0,2330.0,2290.0,2250.0
816,Y817,1440.0,1430.0,1400.0,1370.0,1350.0,1380.0
817,Y818,2249.0946673455046,1220.0,1230.0,1200.0,1160.0,1160.0
818,Y819,2394.6153858670436,2280.0,2280.0,2280.0,2330.0,2410.0
819,Y820,7253.496,7767.709,8277.13,8351.551,10217.826,11900.176
820,Y821,2855.7,2851.1,2835.4,2813.2,2812.4,2802.4
821,Y822,6522.3,6511.2,6464.1,6451.1,6472.2,6588.6
822,Y823,2882.5,2889.4,2858.3,2830.7,2820.9,2781.1
823,Y824,1725.42,1734.56,1736.74,1746.67,1759.63,1763.95
824,Y825,3249.7,3393.8,3599.0,3734.7,3770.0,3895.6
825,Y826,8239.18086974456,7760.5,7745.3,7732.5,7711.5,7717.0
826,Y827,6080.0,6090.0,6280.0,6500.0,6480.0,6620.0
827,Y828,2037.838245424414,1690.0,1720.0,1850.0,1750.0,1690.0
828,Y829,3219.9,3396.4,3529.0,3517.9,3722.3,3864.2
829,Y830,4950.0,5050.0,5050.0,5170.0,5130.0,5080.0
830,Y831,806.0016136291536,1140.0,1200.0,1180.0,1180.0,1170.0
831,Y832,2780.0,2690.0,2700.0,2700.0,2710.0,2760.0
832,Y833,3770.0,3780.0,3790.0,3750.0,3740.0,3760.0
833,Y834,6255.34536558084,5670.0,5740.0,5850.0,5880.0,5810.0
834,Y835,4652.830368810232,3975.3,5103.2,4458.0,3535.1,5847.8
835,Y836,8637.32861673461,7776.21,8823.958,8892.503,9103.302,9407.393
836,Y837,2609.652571419716,2252.7,2225.8,2223.8,2215.3,2200.4
837,Y838,3393.1020095522244,2960.4,2966.7,2948.7,2937.2,2934.3
838,Y839,2755.4,2737.4,2727.4,2734.2,2753.1,2775.5
839,Y840,4128.8,4128.4,4111.4,4089.5,4085.5,4088.7
840,Y841,4140.872470455899,3515.2,3558.7,3649.1,3726.4,3806.6
841,Y842,2861.3207,3006.3766,3338.1135,3594.9038,3727.0997,3910.5952
842,Y843,4011.8,3981.5,3961.7,3947.5,3913.7,3918.7
843,Y844,2545.5,2548.9,2547.4,2547.2,2542.3,2554.8
844,Y845,5643.6519428798265,5152.2,5172.1,5156.9,5196.7,5202.1
845,Y846,7050.0,7570.0,8110.0,8380.0,8670.0,8610.0
846,Y847,3979.026600115834,3290.0,3510.0,3650.0,3750.0,3760.0
847,Y848,2506.822500437248,1730.0,1780.0,1890.0,1910.0,1960.0
848,Y849,3100.0,3080.0,3180.0,3240.0,3310.0,3350.0
849,Y850,8078.430396213356,7580.0,7680.0,7760.0,7890.0,8060.0
850,Y851,2830.0,2910.0,2990.0,2990.0,3010.0,3100.0
851,Y852,1680.8646987447712,1217.0,1225.0,1246.0,1247.0,1269.0
852,Y853,5109.98587119348,4330.0,4340.0,4410.0,4460.0,4480.0
853,Y854,3535.89,4686.06,4331.26,4597.44,4951.34,6217.27
854,Y855,2392.54,2627.99,2556.52,2693.44,2575.83,2662.47
855,Y856,9971.54272981545,9122.0,9413.2,8413.1,8540.1,8329.9
856,Y857,3342.879047201432,2270.0,2320.0,2330.0,2350.0,2450.0
857,Y858,1633.3,1661.8,1630.4,1674.0,1695.2,1718.3
858,Y859,1935.279430195134,1090.0,1053.0,1035.0,1022.0,1018.0
859,Y860,1660.38,1653.08,1648.67,1648.56,1649.57,1648.01
860,Y861,2053.3484029595747,1264.86,1261.86,1264.07,1264.3,1265.17
861,Y862,1700.71,1719.96,1754.35,1794.34,1826.49,1851.97
862,Y863,6281.31,6357.99,6493.18,6594.28,6690.94,6788.89
863,Y864,3115.7480620329084,2604.0,2616.6,2609.2,2614.9,2606.6
864,Y865,6633.0,6664.4,6670.0,6723.5,6798.3,6857.0
865,Y866,3190.2325784293294,2690.97,2743.39,2815.96,2891.47,2986.12
866,Y867,11462.0,11678.7,11910.6,12200.2,12541.8,12891.1
867,Y868,4361.963917733434,4000.0,4280.0,4510.0,4630.0,4660.0
868,Y869,13531.900820445784,12977.8,13032.6,13065.3,13010.3,12968.2
869,Y870,3820.7989736506433,3670.0,3800.0,3870.0,3970.0,4110.0
870,Y871,3180.0,3380.0,3500.0,3640.0,3690.0,3740.0
871,Y872,3547.134036299373,3230.9,3244.0,3275.9,3291.1,3287.4
872,Y873,3082.049233002289,3193.75,3245.03,3303.4,3381.76,3463.12
873,Y874,3118.90863903601,3147.7,4716.8,4519.8,5246.2,4950.2
874,Y875,1404.981,1437.888,1474.547,1516.423,1529.371,1620.523
875,Y876,6685.089105654903,6250.64,6260.0,6349.65,6226.84,6610.1
876,Y877,1485.0,2160.82,2529.04,3866.69,3662.63,3773.29
877,Y878,2611.702844997282,2023.39,2051.1,2100.0,2141.92,2237.18
878,Y879,7434.778585393486,7705.772,8062.639,8735.455,9004.192,9633.031
879,Y880,1476.6,1874.9,1544.9,1602.7,1620.5,1669.0
880,Y881,3514.0,3369.0,3676.0,3558.0,3709.0,3267.0
881,Y882,1282.0,1331.0,1384.0,1420.0,1454.0,1527.0
882,Y883,5390.4771929373,4980.0,5190.0,5350.0,5500.0,5610.0
883,Y884,3084.1900936833727,2676.0,2768.0,2859.0,2965.0,3079.0
884,Y885,2717.96,2920.36,2961.44,2971.16,2931.22,3359.82
885,Y886,1550.0,1570.0,1560.0,1590.0,1700.0,1770.0
886,Y887,1175.0,1196.0,1222.0,1273.0,1321.0,1364.0
887,Y888,3990.360228559189,3846.4,3871.1,3924.3,3979.7,4052.2
888,Y889,7538.13,7627.01,8434.26,8686.19,9003.51,9404.13
889,Y890,1724.6,1746.8,1783.6,1816.8,1857.7,1879.3
890,Y891,1210.42,1212.49,1216.01,1221.65,1234.19,1254.67
891,Y892,1220.15,1224.82,1229.42,1231.97,1231.59,1241.08
892,Y893,8263.37379117511,7952.72,8077.76,8191.73,8315.61,8423.04
893,Y894,2845.0317020318926,2834.2,2860.98,2898.99,2950.39,2994.53
894,Y895,4593.36,4717.37,4850.04,4995.74,5190.54,5375.59
895,Y896,1657.1,1666.9,1645.5,1642.8,1644.8,1665.9
896,Y897,4212.724747589179,3800.0,6800.0,4800.0,7200.0,4300.0
897,Y898,15300.0,4600.0,4400.0,12500.0,8200.0,8200.0
898,Y899,490.0,460.0,530.0,670.0,380.0,440.0
899,Y900,5800.0,4500.0,4800.0,4000.0,3700.0,4800.0
900,Y901,710.0,575.0,688.0,534.0,538.0,500.0
901,Y902,2922.48167114924,1111.0,1309.0,1688.0,1518.0,1378.0
902,Y903,1951.7438143035722,723.0,954.0,1166.0,1325.0,1319.0
903,Y904,2400.0,3000.0,3100.0,5100.0,4700.0,3600.0
904,Y905,870.0,919.0,1389.0,1793.0,1693.0,1650.0
905,Y906,2485.9793235167945,540.0,570.0,850.0,1060.0,1300.0
906,Y907,3012.652747422926,700.0,1490.0,2290.0,2450.0,2950.0
907,Y908,4920.9703421042805,2400.0,5000.0,2600.0,1700.0,2800.0
908,Y909,2965.1370146557297,1020.0,804.0,743.0,781.0,799.0
909,Y910,3400.0,2100.0,2000.0,4800.0,1400.0,1200.0
910,Y911,5000.0,4500.0,4400.0,4100.0,4300.0,6300.0
911,Y912,5867.260651255509,3600.0,3500.0,4800.0,3200.0,3100.0
912,Y913,4116.315694494661,1640.0,2020.0,2760.0,2680.0,3120.0
913,Y914,4720.9526586154025,2400.0,2300.0,1800.0,2800.0,3000.0
914,Y915,6200.0,6300.0,6300.0,10100.0,5600.0,9500.0
915,Y916,424.0,356.0,389.0,486.0,487.0,578.0
916,Y917,2166.0847645105364,481.0,479.0,607.0,489.0,472.0
917,Y918,2146.0061874281123,771.0,993.0,2028.0,2731.0,2296.0
918,Y919,2194.0758411640413,850.0,650.0,780.0,800.0,750.0
919,Y920,960.0,750.0,690.0,980.0,780.0,1100.0
920,Y921,9938.811368176268,8800.0,6200.0,6900.0,7200.0,5500.0
921,Y922,4836.846051606617,3410.0,2980.0,4310.0,4790.0,3920.0
922,Y923,1180.0,1360.0,1100.0,1760.0,1790.0,2220.0
923,Y924,3600.0,2700.0,2700.0,3600.0,2700.0,2700.0
924,Y925,2800.0,3600.0,7500.0,3900.0,3500.0,3100.0
925,Y926,1309.426339022505,510.0,360.0,440.0,330.0,380.0
926,Y927,1320.0,1420.0,1530.0,2880.0,3650.0,4360.0
927,Y928,4721.454079270248,3800.0,2800.0,3800.0,2600.0,2600.0
928,Y929,2165.249722446925,1200.0,1800.0,2900.0,1600.0,3500.0
929,Y930,1900.0,1590.0,2620.0,3390.0,3130.0,3390.0
930,Y931,970.0,780.0,950.0,450.0,400.0,600.0
931,Y932,6200.0,2700.0,3500.0,2500.0,2200.0,6400.0
932,Y933,1670.0,1350.0,1590.0,2880.0,2820.0,3500.0
933,Y934,1020.0,860.0,350.0,600.0,660.0,490.0
934,Y935,6037.797807891322,5150.0,7070.0,8990.0,7830.0,7020.0
935,Y936,1666.4656746927672,797.0,850.0,1014.0,997.0,989.0
936,Y937,2400.0,1610.0,2130.0,3700.0,2940.0,3490.0
937,Y938,3580.0,1940.0,2570.0,1940.0,2140.0,1950.0
938,Y939,1138.4752601996013,860.0,790.0,1240.0,790.0,960.0
939,Y940,1858.6992531953342,980.0,840.0,1100.0,1100.0,940.0
940,Y941,1900.0,3200.0,2300.0,2800.0,4100.0,2600.0
941,Y942,9339.540147729927,8760.0,8810.0,11050.0,12700.0,14060.0
942,Y943,4000.0,4700.0,5900.0,6300.0,7100.0,7600.0
943,Y944,2852.494215654825,1790.0,1880.0,2100.0,2620.0,2990.0
944,Y945,7447.750462087535,6900.0,9600.0,10900.0,10900.0,12700.0
945,Y946,2300.0,1500.0,1700.0,1900.0,1100.0,9100.0
946,Y947,2220.0,1630.0,2370.0,1980.0,1950.0,1940.0
947,Y948,1590.0,1420.0,1320.0,1610.0,2360.0,2700.0
948,Y949,1383.9801423016056,580.0,760.0,890.0,570.0,3170.0
949,Y950,876.0,860.0,1220.0,1112.0,946.0,1003.0
950,Y951,1656.0,1591.0,1935.0,1967.0,2543.0,2986.0
951,Y952,6821.3,6831.6,6849.7,6934.1,6979.8,7069.9
952,Y953,2513.37,2556.39,2600.15,2638.61,2670.18,2697.21
953,Y954,1764.836915874477,1868.0,2408.0,2877.0,3826.0,3830.0
954,Y955,9193.481763595482,9020.0,9430.0,10060.0,10710.0,11530.0
955,Y956,9560.13503234319,9170.0,9390.0,9610.0,9850.0,10130.0
956,Y957,10240.0,10710.0,11190.0,11650.0,11950.0,12370.0
957,Y958,2523.3407699900804,1960.0,2000.0,2000.0,2010.0,2050.0
958,Y959,9592.246855921116,9430.0,9500.0,9610.0,9860.0,10120.0
959,Y960,2141.5964162421365,1720.0,1740.0,1800.0,1880.0,2010.0
960,Y961,2104.8703754605867,1240.0,1200.0,1240.0,1320.0,1360.0
961,Y962,3315.1822285133762,2060.0,2130.0,2160.0,2140.0,2180.0
962,Y963,3621.109240363521,3120.0,3260.0,3330.0,3460.0,3550.0
963,Y964,1911.0,1961.0,2040.0,2145.0,2244.0,2390.0
964,Y965,2696.0,2666.0,2621.0,2651.0,2703.0,2771.0
965,Y966,3710.3425686168694,2790.0,2800.0,2890.0,3100.0,3310.0
966,Y967,3736.0834575752074,2850.0,3660.0,3880.0,4190.0,3510.0
967,Y968,918.0,796.0,1369.0,1540.0,1222.0,1423.0
968,Y969,8173.911290134389,7900.0,5400.0,6200.0,7600.0,7900.0
969,Y970,4263.397694283434,3830.0,3990.0,4210.0,4460.0,4550.0
970,Y971,5988.039472853409,5955.6,5935.8,5919.5,5894.0,5861.2
971,Y972,3238.5,3211.9,3244.9,3219.8,3206.2,3191.4
972,Y973,2740.5678065947354,2817.8,2827.2,2818.2,2806.8,2785.2
973,Y974,600.0,470.0,880.0,1420.0,1270.0,1360.0
974,Y975,2173.9,2144.8,2134.8,2164.1,2191.7,2225.3
975,Y976,9459.7,9484.2,9569.1,9678.2,9736.9,9765.3
976,Y977,954.84,958.09,965.48,961.62,959.55,962.01
977,Y978,9136.112791626827,9296.8,9304.7,9376.1,9397.9,9440.9
978,Y979,4100.0,2900.0,2500.0,1900.0,2200.0,1700.0
979,Y980,810.0,880.0,720.0,750.0,870.0,920.0
980,Y981,4390.38,4429.76,4457.28,4491.2,4508.79,4527.45
981,Y982,2960.0,2960.0,3020.0,3050.0,3090.0,3160.0
982,Y983,2907.9441033842204,3950.0,3940.0,3920.0,3970.0,3900.0
983,Y984,9230.0,9210.0,9220.0,9260.0,9280.0,9320.0
984,Y985,11250.0,11860.0,12070.0,11840.0,11600.0,12140.0
985,Y986,8990.0,8940.0,8880.0,8820.0,8560.0,8560.0
986,Y987,10238.44574025975,10570.6,10703.0,10858.9,11039.4,11190.1
987,Y988,2394.8,2378.9,2367.6,2345.3,2344.1,2335.3
988,Y989,6483.922693617233,5434.5,5454.3,5495.8,5574.0,5648.2
989,Y990,2188.8839201046494,1260.0,1090.0,1050.0,970.0,970.0
990,Y991,840.0,870.0,1060.0,1190.0,1240.0,1240.0
991,Y992,2518.5792456670447,1300.0,1400.0,1500.0,1100.0,2000.0
992,Y993,4297.095476840632,3190.0,2810.0,1740.0,1900.0,1510.0
993,Y994,2021.3351530476198,445.0,644.0,794.0,1028.0,993.0
994,Y995,,800.0,1100.0,140.0,220.0,270.0
995,Y996,1271.0,758.0,1502.0,1877.0,1936.0,2112.0
996,Y997,470.0,320.0,410.0,1420.0,1050.0,2150.0
997,Y998,2570.0,1530.0,2720.0,3780.0,4030.0,4630.0
998,Y999,312.0,469.0,328.0,483.0,437.0,458.0
999,Y1000,173.0,114.0,194.0,285.0,405.0,413.0
