V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
D373,7517.1248,7490.62,7484.38,7493.75,7456.25,7487.5,7496.88,7540.62,7571.88,7556.25,7621.88,7631.25,7587.5,7546.88
D374,7576.213600000001,7512.5,7556.25,7506.25,7471.88,7521.88,7509.38,7612.5,7584.38,7621.88,7681.25,7643.75,7590.62,7581.25
D375,7817.439399999999,7821.88,7746.88,7693.75,7640.62,7650.0,7584.38,7578.12,7628.12,7646.88,7606.25,7612.5,7587.5,7612.5
D376,7881.25,7831.25,7750.0,7703.12,7659.38,7659.38,7625.0,7631.25,7681.25,7681.25,7637.5,7631.25,7653.12,7631.25
D377,7790.62,7759.38,7671.88,7618.75,7606.25,7587.5,7559.38,7568.75,7618.75,7618.75,7600.0,7587.5,7587.5,7603.12
D378,7809.38,7781.25,7687.5,7631.25,7634.38,7596.88,7565.62,7625.0,7675.0,7621.88,7603.12,7625.0,7628.12,7606.25
D379,7449.628800000001,7450.0,7487.5,7456.25,7412.5,7396.88,7421.88,7406.25,7353.12,7250.0,7203.12,7303.12,7193.75,7262.5
D380,7428.12,7490.62,7465.62,7431.25,7371.88,7453.12,7450.0,7365.62,7340.62,7215.62,7265.62,7190.62,7240.62,7337.5
D381,6765.62,6809.38,6984.38,6943.75,6909.38,6906.25,6815.62,6850.0,6903.12,6943.75,6890.62,6921.88,6990.62,7081.25
D382,6687.5,6700.0,6796.88,6840.62,6837.5,6840.62,6718.75,6700.0,6809.38,6803.12,6815.62,6868.75,6862.5,6946.88
D383,6819.398096159999,6800.0,6862.5,6862.5,6890.62,6856.25,6731.25,6843.75,6859.38,6859.38,6862.5,6918.75,6959.38,7068.75
D384,6400.1756577999995,6353.12,6562.5,6496.88,6325.0,6368.75,6256.25,6221.88,6150.0,6346.88,6331.25,6318.75,6281.25,6303.12
D385,6509.38,6437.5,6621.88,6496.88,6434.38,6406.25,6287.5,6262.5,6334.38,6381.25,6400.0,6343.75,6365.62,6312.5
D386,6324.1951156000005,6312.5,6537.5,6350.0,6281.25,6287.5,6178.12,6184.38,6143.75,6303.12,6315.62,6262.5,6271.88,6253.12
D387,6356.25,6428.12,6546.88,6356.25,6396.88,6300.0,6209.38,6206.25,6331.25,6340.62,6325.0,6265.62,6362.5,6256.25
D388,7873.366200000001,7846.88,8084.38,8125.0,8228.12,8350.0,8331.25,8278.12,8393.75,8721.88,8571.88,8631.25,8587.5,8578.12
D389,7103.0,7074.0,7114.0,7062.0,7079.0,7089.0,7038.0,7032.0,7075.0,7119.0,7102.0,7019.0,7016.0,7030.0
D390,7422.0,7463.0,7346.0,7307.0,7397.0,7375.0,7395.0,7435.0,7385.0,7456.0,7366.0,7308.0,7333.0,7346.0
D391,2811.5422600000006,2971.0,3015.5,3110.0,3174.5,3200.0,3205.0,3162.0,3160.0,3213.0,3249.5,3187.5,3228.0,3369.0
D392,2968.0,2961.5,3010.5,3094.0,3157.0,3160.5,3160.0,3105.0,3131.0,3176.0,3167.0,3124.0,3225.0,3369.0
D393,8340.625,8356.25,8468.75,8471.875,8512.5,8446.875,8406.25,8400.0,8412.5,8525.0,8446.875,8428.125,8412.5,8462.5
D394,8284.375,8312.5,8418.75,8450.0,8453.125,8381.25,8375.0,8340.625,8340.625,8440.625,8403.125,8375.0,8359.375,8365.625
D395,8315.625,8356.25,8462.5,8468.75,8453.125,8384.375,8403.125,8340.625,8396.875,8446.875,8437.5,8375.0,8400.0,8393.75
D396,7669.781400000002,7568.75,7684.38,7709.38,7784.38,7700.0,7625.0,7625.0,7550.0,7793.75,7640.62,7640.62,7562.5,7571.88
D397,7612.5,7615.62,7756.25,7765.62,7806.25,7706.25,7656.25,7646.88,7631.25,7793.75,7675.0,7650.0,7600.0,7587.5
D398,7664.658200000001,7562.5,7646.88,7709.38,7703.12,7603.12,7603.12,7525.0,7531.25,7656.25,7618.75,7559.38,7509.38,7546.88
D399,7687.575,7590.62,7721.88,7740.62,7715.62,7631.25,7650.0,7543.75,7600.0,7678.12,7640.62,7565.62,7593.75,7562.5
D400,7031.25,6984.38,7112.5,7143.75,7171.88,7153.12,7293.75,7237.5,7184.38,7137.5,7181.25,7231.25,7253.12,7265.62
D401,6891.861999999999,6965.62,7062.5,7053.12,7115.62,7128.12,7200.0,7190.62,7118.75,7071.88,7103.12,7162.5,7206.25,7215.62
D402,6935.617000000001,6975.0,7071.88,7140.62,7121.88,7150.0,7212.5,7193.75,7121.88,7084.38,7175.0,7184.38,7228.12,7218.75
D403,1329.6875,1349.375,1346.09375,1347.03125,1355.9375,1350.3125,1356.09375,1359.375,1363.125,1384.84375,1404.84375,1425.46875,1426.25,1426.25
D404,1060.11095,1057.5,1057.81,1063.75,1080.94,1075.31,1083.44,1092.19,1085.62,1091.88,1089.38,1089.69,1106.25,1108.12
D405,1060.2234000000003,1062.5,1065.94,1084.69,1089.69,1082.19,1094.06,1094.69,1102.5,1096.25,1091.25,1103.12,1108.12,1109.06
D406,1053.12,1054.69,1057.5,1062.5,1074.06,1070.62,1079.69,1082.19,1085.62,1085.94,1083.75,1089.69,1094.69,1104.06
D407,1051.8106500000001,1056.56,1062.5,1081.25,1078.44,1080.62,1092.5,1084.69,1091.56,1092.81,1085.94,1100.94,1101.56,1107.19
D408,9787.5,9646.875,9778.125,9621.875,9790.625,9931.25,9746.875,9765.625,9884.375,9912.5,10025.0,10093.75,10053.125,10037.5
D409,6503.12,6546.88,6537.5,6643.75,6731.25,6734.38,6678.12,6718.75,6809.38,6850.0,6881.25,6975.0,6925.0,6828.12
D410,6362.5,6462.5,6471.88,6550.0,6659.38,6640.62,6606.25,6628.12,6756.25,6787.5,6787.5,6887.5,6843.75,6793.75
D411,6496.88,6484.38,6528.12,6628.12,6659.38,6640.62,6625.0,6712.5,6806.25,6800.0,6881.25,6928.12,6846.88,6796.88
D412,6562.5,6590.62,6568.75,6543.75,6650.0,6700.0,6715.62,6781.25,6765.62,6806.25,6903.12,6834.38,6859.38,6918.75
D413,6518.75,6531.25,6521.88,6500.0,6537.5,6634.38,6612.5,6725.0,6706.25,6771.88,6809.38,6778.12,6809.38,6834.38
D414,6551.471025059998,6581.25,6546.88,6537.5,6631.25,6662.5,6712.5,6743.75,6743.75,6803.12,6809.38,6831.25,6850.0,6909.38
D415,6870.256199999999,6867.0,6985.0,7086.0,7121.0,7166.0,7154.0,7161.0,7136.0,7187.0,7192.0,7194.0,7213.0,7353.0
D416,9497.271399999996,9506.25,9475.0,9537.5,9565.62,9687.5,9778.12,9684.38,9656.25,9718.75,9562.5,9550.0,9565.62,9596.88
D417,9293.75,9440.62,9437.5,9468.75,9515.62,9475.0,9650.0,9571.88,9575.0,9543.75,9471.88,9503.12,9484.38,9534.38
D418,9428.232999999998,9450.0,9468.75,9528.12,9556.25,9684.38,9687.5,9603.12,9650.0,9546.88,9521.88,9509.38,9562.5,9584.38
D419,1105.0,1114.6875,1119.375,1125.3125,1120.0,1107.5,1110.3125,1119.0625,1118.75,1131.25,1136.5625,1149.0625,1165.625,1170.9375
D420,4632.0,4662.0,4648.0,4641.0,4605.0,4642.0,4667.0,4613.0,4615.0,4574.0,4568.0,4646.0,4744.0,4748.7
D421,1659.0625,1656.875,1658.125,1624.6875,1635.9375,1658.125,1668.4375,1670.0,1666.25,1670.3125,1686.875,1708.4375,1708.125,1719.375
D422,1225.625,1216.25,1219.0625,1201.25,1194.375,1191.25,1192.5,1165.0,1175.0,1194.375,1206.25,1209.0625,1201.875,1208.125
D423,4673.519199999999,4461.0,4499.0,4362.0,4372.0,4364.0,4335.0,4417.0,4373.0,4445.0,4440.0,4564.0,4516.0,4531.3
D424,1533.125,1512.5,1529.0625,1512.5,1515.625,1506.5625,1494.6875,1518.75,1520.0,1521.25,1529.375,1525.625,1512.5,1535.9375
D425,1571.25,1549.0625,1567.8125,1549.0625,1551.25,1540.3125,1526.875,1553.4375,1555.0,1557.5,1566.875,1562.1875,1545.625,1568.125
D426,1117.7478999999998,1122.5,1131.875,1109.0625,1096.25,1076.5625,1086.875,1067.8125,1070.0,1061.5625,1053.125,1071.5625,1073.125,1073.125
D427,4413.0,4346.0,4339.0,4286.0,4263.0,4258.0,4274.0,4302.0,4267.0,4260.0,4276.0,4324.0,4373.0,4373.6
D428,1561.25,1555.0,1559.6875,1573.125,1554.375,1561.5625,1552.8125,1562.8125,1564.375,1538.75,1532.5,1545.625,1572.5,1553.125
D429,1596.25,1587.8125,1592.1875,1608.4375,1587.5,1595.0,1584.0625,1596.5625,1597.1875,1566.5625,1559.0625,1573.4375,1602.1875,1578.4375
D430,1077.1875,1065.9375,1063.4375,1064.0625,1059.0625,1066.25,1059.375,1060.3125,1072.5,1058.125,1068.75,1059.6875,1065.9375,1064.375
D431,1575.0,1535.0,1551.875,1566.875,1562.1875,1568.4375,1564.6875,1585.9375,1568.125,1560.9375,1559.0625,1572.5,1577.1875,1579.0625
D432,1608.75,1564.0625,1581.25,1598.125,1592.8125,1596.875,1593.75,1620.3125,1599.6875,1591.5625,1587.8125,1606.25,1613.125,1614.6875
D433,4330.0,4233.0,4195.0,4260.0,4277.0,4272.0,4273.0,4202.0,4185.0,4208.0,4247.0,4356.0,4364.0,4336.8
D434,1640.0,1648.125,1635.9375,1636.5625,1652.8125,1641.875,1637.1875,1625.625,1628.125,1630.3125,1628.4375,1640.625,1645.625,1635.3125
D435,1669.5089500000001,1699.0625,1684.6875,1686.25,1704.0625,1689.6875,1684.375,1670.625,1675.625,1677.5,1673.75,1687.8125,1693.125,1681.25
D436,1152.5,1162.1875,1147.8125,1150.9375,1132.1875,1131.25,1137.5,1126.5625,1123.125,1140.0,1129.0625,1124.6875,1110.3125,1113.75
D437,4630.0,4651.0,4680.0,4736.0,4761.0,4806.0,4829.0,4834.0,4840.0,4846.0,4853.0,4906.0,4957.0,4970.2
D438,1660.625,1680.0,1675.3125,1679.0625,1682.8125,1689.6875,1697.8125,1702.1875,1703.75,1706.5625,1716.25,1705.9375,1694.6875,1693.125
D439,1704.3616,1764.6875,1756.5625,1760.625,1766.875,1777.8125,1789.0625,1793.75,1797.1875,1798.125,1811.25,1796.25,1782.8125,1778.75
D440,1068.125,1065.3125,1074.375,1070.625,1074.0625,1073.75,1081.875,1101.875,1092.5,1097.1875,1103.125,1112.1875,1118.75,1124.375
D441,4935.0,4953.0,4950.0,5038.0,5027.0,5019.0,5050.0,5097.0,5085.0,5074.0,5101.0,5085.0,5099.0,5099.2
D442,1257.1875,1255.3125,1252.5,1242.5,1254.375,1254.0625,1232.5,1210.9375,1211.25,1193.4375,1201.875,1195.625,1200.0,1200.9375
D443,4977.0,4926.0,4944.0,4921.0,4986.0,5041.0,5039.0,5058.0,4866.0,4953.0,4887.0,4904.0,4943.0,4928.7
D444,4829.7611,4699.0,4656.0,4696.0,4707.0,4695.0,4755.0,4766.0,4816.0,4869.0,4919.0,4820.0,4846.0,4858.3
D445,5204.0,5156.0,5195.0,5172.0,5168.0,5165.0,5093.0,5077.0,5121.0,5134.0,5129.0,5214.0,5157.0,5172.2
D446,8981.762199999997,9037.5,9178.125,9128.125,9165.625,8971.875,8921.875,8921.875,8934.375,8940.625,8865.625,8768.75,8759.375,8725.0
D447,6028.64378,6016.7,6016.8,5948.8,5950.1,5814.6,5615.2,5479.2,5949.0,5948.5,6016.7,6020.0,5748.6,6017.4
D448,9083.1,9156.0,9194.2,9214.2,8969.7,8995.6,9034.5,8639.6,9019.3,8797.1,8746.6,9161.4,9108.9,9208.8
D449,10947.244499999997,10842.5,10492.5,10480.7,10523.9,10007.8,10068.9,10328.9,9880.6,9686.9,9660.2,9627.4,9327.7,9443.6
D450,506.98,504.39,505.53,511.45,510.82,522.06,524.14,536.8,513.38,516.83,513.8,515.16,518.31,516.1
D451,706.3825999999998,492.69,493.8,499.58,498.96,509.94,511.98,524.34,501.47,504.83,501.87,503.2,506.28,504.12
D452,5025.06,4964.6,4980.92,5074.88,5033.25,5106.57,5075.38,5112.9,5078.15,4980.81,5018.16,4999.4,4962.05,4959.84
D453,1059.95,1063.02,1060.26,1065.17,1071.66,1068.61,1073.29,1083.82,1081.76,1068.2,1025.23,1005.15,1037.86,1044.35
D454,2533.83,2529.96,2530.9,2522.81,2520.58,2539.28,2578.21,2598.54,2568.89,2538.14,2546.07,2526.02,2486.45,2494.68
D455,1681.56,1687.66,1690.58,1698.98,1700.71,1691.1,1693.81,1690.44,1681.8,1684.58,1686.66,1687.91,1698.08,1691.77
D456,3466.32,3465.56,3468.7,3484.9,3471.49,3464.37,3492.14,3494.94,3492.46,3494.54,3496.33,3496.03,3503.94,3512.41
D457,1109.0663,1121.27,1141.22,1136.65,1138.01,1101.07,1090.96,1094.55,1127.55,1139.53,1120.83,1132.91,1157.83,1160.33
D458,3050.1,3072.9,3065.4,3014.1,3046.6,3070.9,3096.4,3038.2,2995.5,2986.1,3023.6,3038.6,3036.9,3068.7
D459,11353.0,11233.6,11108.0,11079.5,10960.4,11032.1,11072.4,11012.3,11072.0,11065.4,10927.6,10948.2,11009.2,10973.5
D460,9744.0,9656.7,9554.4,9491.8,9404.2,9469.8,9568.4,9538.1,9591.9,9577.7,9428.0,9409.4,9481.5,9512.6
D461,11094.6,10994.3,10874.0,10802.6,10703.8,10774.3,10885.2,10852.4,10910.6,10894.1,10724.9,10702.5,10783.6,10817.8
D462,13412.748,13803.4,13747.2,13604.3,13828.9,13832.1,13743.9,13860.8,13773.5,13857.6,13855.5,13605.2,13656.3,13681.5
D463,9406.6,9307.7,9203.6,9180.0,9081.4,9140.8,9174.2,9124.3,9146.9,9141.4,9027.6,9044.6,9095.0,9065.5
D464,8074.6,8002.3,7917.5,7865.6,7793.1,7847.4,7929.1,7904.0,7925.2,7913.5,7789.9,7774.5,7834.0,7859.7
D465,12100.9,12017.9,11859.1,11908.3,11872.6,11887.1,11932.7,11921.5,12009.6,11866.6,11704.5,11778.9,11867.8,11876.1
D466,5572.111780000001,5583.2,5558.7,5607.1,5623.8,5572.7,5563.2,5538.3,5543.1,5486.7,5420.1,5471.9,5441.0,5426.1
D467,9254.0,9171.1,9039.3,9039.3,9005.0,9066.0,9125.7,9115.6,9084.0,8996.9,8885.1,8903.7,8966.2,8942.6
D468,11054.7,11193.2,11212.4,11281.0,11243.3,11236.1,11236.9,11387.1,11387.1,11415.4,11357.4,11364.9,11414.6,11414.6
D469,10120.8,10220.4,10337.8,10484.7,10502.0,10543.1,10586.8,10623.2,10576.9,10594.0,10489.7,10386.3,10290.0,10241.9
D470,11750.1,11649.5,11518.0,11434.2,11345.7,11407.8,11458.3,11448.7,11513.2,11457.9,11256.2,11297.1,11448.1,11436.1
D471,9418.274799999996,9457.5,9350.7,9282.7,9210.8,9261.2,9302.2,9294.5,9319.8,9275.1,9111.8,9144.9,9267.1,9257.4
D472,8039.1,7999.5,7973.9,7903.4,7941.4,7944.1,7810.5,7912.0,7949.6,7955.2,7866.5,7869.9,8033.2,7995.5
D473,5934.511270000001,5840.0,5826.4,5845.1,5891.9,5860.1,5870.6,5857.1,5864.3,5866.4,5901.9,5842.6,5855.8,5828.9
D474,8745.6626,8655.8,8561.1,8504.9,8427.1,8482.6,8569.9,8544.1,8565.1,8552.2,8419.3,8401.8,8465.4,8492.3
D475,6573.2,6577.0,6427.4,6622.6,6322.8,6361.6,6404.8,6639.3,6758.4,6546.3,6478.9,6656.4,6575.4,6564.7
D476,10070.819199999998,10037.2,9901.6,9878.0,9797.0,9871.3,9927.7,9914.4,9906.7,9896.1,9788.3,9794.8,9793.7,9811.0
D477,8858.0,8907.5,8906.0,8913.4,8974.4,9036.6,8987.5,9079.0,9198.1,9402.7,9287.2,9190.1,9177.0,9332.6
D478,11747.659999999996,11723.5,11573.4,11728.4,11743.5,11529.4,11342.2,11378.5,11330.7,11379.2,11271.2,10964.3,10925.4,10993.0
D479,12469.8,12364.4,12197.4,12168.3,12068.5,12160.1,12229.5,12213.2,12239.0,12226.0,12092.9,12100.9,12099.5,12120.9
D480,11531.6,11409.4,11277.9,11248.7,11128.7,11197.2,11236.9,11177.5,11235.1,11228.1,11089.2,11108.9,11169.8,11132.5
D481,11881.14,11885.4,11710.5,11710.3,11666.7,11741.3,11817.3,11806.0,11796.6,11683.3,11539.0,11562.0,11642.2,11610.3
D482,6996.8,6920.0,6887.6,6854.6,6840.9,6903.4,6879.3,6880.6,6933.5,6892.7,6833.8,6870.0,6835.2,4291.0
D483,6840.3,6908.7,6830.4,6786.2,6763.3,6742.3,6764.4,6755.5,6749.7,6779.1,6725.1,6705.9,6780.1,6717.4
D484,9313.439199999999,9281.1,9269.2,9251.1,9248.0,9307.9,9243.5,9221.4,9391.0,9448.1,9298.5,9287.3,9215.8,9287.4
D485,4993.1,4992.8,4937.3,4978.5,5006.4,5001.5,4984.3,5047.3,5075.4,5092.3,5083.2,5083.8,5082.7,5107.0
D486,6338.993715600002,6380.6,6310.5,6274.2,6244.1,6231.6,6288.6,6266.6,6259.5,6307.6,6270.5,6217.0,6249.9,6218.2
D487,7951.5452000000005,7940.6,7832.7,7871.4,7882.9,7822.2,7842.4,7832.5,7837.2,7815.0,7784.5,7782.5,7822.8,7763.1
D488,7933.8,8014.1,7905.5,7901.6,7871.2,7863.4,7899.2,7884.9,7860.8,7924.7,7915.3,7869.4,7850.6,7799.9
D489,7944.1,8019.7,7901.4,7916.3,7921.4,7904.1,7946.2,7934.7,7887.6,7883.7,7862.7,7827.4,7863.8,7777.8
D490,9705.4,9769.6,9668.6,9599.8,9557.2,9544.8,9617.2,9603.3,9600.8,9686.1,9625.5,9536.4,9587.8,9537.0
D491,4433.2,4464.9,4533.4,4551.1,4526.6,4515.5,4604.2,4630.6,4592.1,4624.5,4589.7,4606.9,4653.5,4700.4
D492,7608.145600000001,7578.0,7492.2,7451.9,7426.7,7403.6,7427.9,7418.1,7421.5,7453.9,7394.5,7373.3,7454.9,7386.0
D493,8074.2,8138.1,8044.0,8038.5,7987.7,7968.3,7987.4,7941.4,7941.2,8009.3,7987.8,7950.3,7975.7,7883.8
D494,7283.157400000001,7306.2,7207.2,7195.8,7168.2,7161.0,7193.7,7180.6,7149.2,7207.4,7198.8,7157.0,7139.9,7093.8
D495,6693.6,6659.6,6523.0,6568.2,6627.4,6675.4,6700.3,6734.5,6809.8,6857.5,6804.9,6767.4,6870.5,6913.1
D496,6846.8910000000005,6825.6,6889.6,7009.4,7120.5,7001.6,6928.3,6928.3,6950.2,7029.8,7212.2,7134.8,7112.3,7196.1
D497,7931.6,8011.9,7903.3,7899.4,7869.1,7861.2,7897.0,7882.7,7858.7,7922.6,7913.2,7867.2,7848.4,7797.7
D498,6864.786200000001,6958.3,6956.6,6890.8,6877.9,6859.7,6906.4,6983.2,7068.7,6935.7,6918.3,7099.7,7024.1,6964.8
D499,7541.3864,7480.5,7370.2,7387.0,7399.0,7427.1,7397.0,7444.2,7481.3,7582.1,7570.0,7503.7,7398.7,7481.3
D500,9577.882399999997,9566.7,9464.4,9390.4,9362.0,9339.4,9355.7,9362.5,9362.6,9414.7,9336.1,9302.7,9406.6,9317.3
D501,8552.6,8613.3,8521.2,8447.3,8421.7,8401.5,8416.1,8422.2,8409.4,8456.2,8385.7,8355.6,8448.9,8368.8
D502,5982.5,5976.1,5917.9,5916.2,5922.0,5939.7,5992.9,6000.6,5978.3,5946.7,5974.8,5925.3,5946.7,5838.0
D503,9838.6876,9760.9,9623.1,9617.6,9627.3,9612.9,9649.3,9655.1,9593.5,9600.2,9571.1,9521.2,9566.4,9459.6
D504,1031.68,1027.02,1029.19,1032.22,1034.9,1027.0,1038.94,1038.88,1060.09,1054.94,1052.97,1061.16,1072.72,1069.19
D505,8055.6,8113.3,8144.1,8077.2,8116.3,8226.2,8317.2,8268.5,8256.3,8318.1,8335.1,8323.8,8326.0,8346.7
D506,10077.5,10150.2,10019.1,9989.6,9954.8,9951.8,9981.9,9984.1,9949.3,10042.1,10026.5,9961.0,9938.2,9871.7
D507,8391.5,8433.6,8341.5,8308.1,8258.6,8244.3,8251.4,8220.7,8204.2,8284.5,8259.2,8214.4,8241.5,8144.5
D508,1209.61,1196.23,1169.46,1157.93,1162.4,1181.86,1180.55,1188.51,1200.73,1214.09,1219.07,1224.24,1233.32,1235.58
D509,873.42,879.19,866.78,865.54,866.42,865.12,868.4,868.92,862.04,862.65,860.03,855.55,859.62,850.01
D510,2749.421,2756.086,2762.151,2775.356,2787.442,2781.961,2794.097,2789.913,2799.84,2792.075,2792.168,2786.166,2794.152,2785.539
D511,1451.006,1454.523,1457.724,1463.903,1470.277,1467.386,1473.788,1471.581,1474.663,1470.573,1470.622,1467.461,1471.667,1466.521
D512,3839.9,3883.7,3925.9,3776.9,3768.7,3839.4,3829.2,3881.3,3906.4,3916.6,3902.8,3944.8,4034.0,4040.4
D513,957.63,965.35,979.65,988.13,983.37,974.75,980.77,969.31,974.52,1000.26,1006.04,993.71,985.45,987.86
D514,1202.2871249999998,1198.25,1215.7,1232.02,1222.47,1212.59,1219.0,1199.39,1205.26,1242.29,1256.13,1238.44,1218.59,1218.76
D515,911.9008,912.4,902.65,893.69,920.78,920.85,922.9,912.87,903.76,900.23,916.76,915.83,921.13,921.57
D516,1014.1,1021.78,1033.32,1049.88,1049.06,1040.82,1049.38,1036.99,1035.89,1058.11,1069.92,1055.08,1039.67,1040.44
D517,6823.4,6558.5,6587.8,7039.8,6960.2,6935.2,7162.8,7244.4,7239.5,7233.6,7254.8,7163.2,7093.9,7357.3
D518,11109.221999999998,11151.0,11316.2,11414.1,11359.1,11259.7,11329.1,11196.8,11256.9,11554.3,11621.1,11478.6,11383.2,11411.1
D519,712.06,706.16,729.75,748.77,738.2,714.96,719.82,703.23,703.91,699.78,718.12,736.03,704.96,684.61
D520,1107.9656000000002,1109.53,1123.39,1146.13,1146.15,1130.88,1137.06,1123.83,1131.54,1153.1,1164.52,1153.25,1137.0,1141.65
D521,10187.786459999998,10299.1,10455.4,10553.4,10487.6,10407.3,10532.7,10387.0,10440.0,10751.2,10836.1,10642.3,10493.6,10563.6
D522,6746.0,6713.8,6700.5,6560.1,6565.6,6546.2,6518.1,6567.2,6687.0,6690.9,6605.4,6605.5,6397.6,6286.0
D523,14925.302000000003,14991.6,15005.2,15097.8,15254.0,15213.5,15501.1,15525.5,15527.9,15527.9,15772.6,15891.7,15688.9,15443.0
D524,15255.0,15306.8,15320.7,15415.3,15574.8,15533.4,15827.1,15852.0,15854.4,15854.4,16104.3,16225.8,16018.8,15767.7
D525,17009.72600000001,16848.5,16857.8,16949.8,17149.5,17084.9,17306.8,17372.0,17379.2,17321.9,17558.1,17792.0,17665.8,17315.8
D526,15575.4,15637.8,15610.9,15696.7,15906.6,15840.6,16073.9,16083.2,16029.9,16029.9,16265.4,16405.5,16218.2,15957.5
D527,13277.844000000001,13279.4,13256.5,13329.3,13507.6,13451.5,13649.7,13657.6,13612.3,13612.3,13812.3,13931.3,13772.2,13550.8
D528,9544.3,9465.8,9503.2,9495.9,9431.1,9461.5,9477.8,9549.2,9552.7,9505.2,9568.4,9615.0,9506.9,9513.1
D529,16559.980000000003,16525.4,16534.6,16624.9,16820.7,16757.4,16975.0,17038.9,17046.0,16989.8,17221.4,17450.9,17327.1,16983.8
D530,12223.818000000001,12513.6,12525.0,12602.3,12732.6,12698.8,12938.9,12959.3,12961.2,12961.2,13165.5,13264.9,13095.6,12890.4
D531,1726.7927499999998,1787.86,1784.83,1803.41,1823.81,1820.77,1846.78,1852.79,1847.07,1847.89,1885.89,1905.35,1866.68,1834.84
D532,16537.9,16629.1,16600.3,16882.7,17164.4,17021.0,17230.1,17295.8,17328.6,17147.5,17452.6,17731.2,17503.0,17184.3
D533,13975.5,14029.8,14037.6,14114.2,14280.4,14226.7,14411.5,14465.7,14471.7,14424.0,14620.7,14815.4,14710.3,14418.9
D534,1628.1437999999998,1618.28,1618.79,1635.32,1649.7,1644.61,1664.51,1663.33,1663.23,1664.7,1696.39,1715.81,1690.39,1653.09
D535,16861.1,16954.1,16924.8,17212.6,17499.9,17353.7,17566.8,17633.8,17667.3,17482.7,17793.7,18077.8,17845.1,17520.1
D536,4816.4,4862.2,4840.2,4861.4,4833.6,4888.5,4675.8,4758.9,4724.2,4779.0,4737.0,4744.9,4804.0,4782.6
D537,13712.2,13737.1,13741.4,13881.7,14003.8,13960.6,14129.5,14119.5,14118.6,14131.1,14400.1,14565.0,14349.2,14032.5
D538,1746.63,1753.61,1750.64,1768.86,1788.87,1785.89,1811.4,1817.3,1811.69,1812.49,1849.76,1868.85,1830.92,1799.69
D539,1633.8021499999993,1649.94,1650.46,1667.31,1681.97,1676.79,1697.07,1695.87,1695.76,1697.27,1729.57,1749.38,1723.46,1685.43
D540,5571.5,5656.4,5526.5,5504.6,5514.1,5521.8,5694.3,5710.8,5821.6,5783.8,5738.8,5750.1,5787.1,5779.1
D541,1400.79,1403.46,1411.15,1412.35,1415.3,1423.05,1418.51,1413.2,1419.59,1427.97,1418.93,1404.08,1394.22,1384.03
D542,17135.4,17193.5,17143.5,17363.1,17638.8,17588.5,17853.2,17918.1,17810.8,17666.3,18003.0,18213.0,17969.1,17583.2
D543,16807.3,16864.3,16815.2,17030.6,17301.0,17251.7,17511.4,17575.0,17469.8,17328.1,17658.3,17864.3,17625.1,17246.5
D544,1225.2097999999999,1226.56,1244.12,1253.75,1247.8,1237.31,1244.35,1230.04,1237.0,1269.47,1276.47,1259.77,1249.68,1253.37
D545,1362.41,1379.93,1416.88,1358.2,1272.23,1356.67,1319.22,1295.8,1190.42,1234.71,1273.84,1280.36,1357.38,1357.88
D546,14295.3,14435.9,14609.3,14891.9,14893.1,14699.9,14773.2,14604.1,14708.4,14986.2,15130.7,14971.6,14765.3,14833.1
D547,8365.667099999999,8311.5,8433.5,8504.8,8452.4,8390.7,8487.8,8371.9,8417.0,8666.5,8732.6,8569.2,8452.1,8512.8
D548,12197.153999999997,12342.6,12490.9,12732.1,12733.2,12568.0,12630.6,12486.0,12575.2,12812.7,12936.2,12800.3,12623.8,12681.8
D549,481.66,480.88,479.72,476.73,482.31,497.07,502.47,504.55,511.02,511.83,526.18,528.54,520.16,518.59
D550,12474.615999999998,12577.1,12806.7,12496.4,12641.9,12399.3,12389.0,11860.2,12122.0,12336.7,12561.2,13001.9,12961.7,13397.0
D551,1543.8091199999994,1522.79,1541.13,1560.75,1552.63,1542.82,1553.58,1534.94,1538.22,1584.51,1604.15,1578.47,1545.0,1553.92
D552,1457.1630199999997,1464.7,1480.52,1502.94,1501.86,1490.6,1502.14,1484.68,1483.52,1515.1,1531.61,1509.1,1487.52,1489.37
D553,1206.3708499999998,1200.98,1217.89,1233.11,1223.64,1214.19,1220.02,1200.62,1206.83,1243.71,1257.23,1238.49,1219.02,1219.8
D554,1261.8762500000003,1252.0,1265.54,1284.66,1283.74,1274.11,1283.97,1269.05,1268.06,1295.05,1309.16,1289.92,1271.48,1273.06
D555,1698.18,1703.52,1702.68,1709.4,1709.42,1713.55,1718.45,1721.76,1715.38,1724.42,1726.93,1725.88,1739.17,1736.21
D556,2011.87,2018.2,2018.62,2026.64,2027.73,2032.63,2038.75,2042.67,2036.32,2047.06,2050.04,2048.78,2064.56,2061.05
D557,1660.6806,1697.22,1650.73,1691.02,1691.68,1724.95,1734.43,1775.37,1778.04,1783.71,1754.24,1748.24,1747.59,1761.47
D558,1992.6858,1940.16,1886.34,1931.02,1934.51,1970.37,1969.68,2020.58,2024.17,2023.93,1986.31,1990.86,2001.54,2008.96
D559,2023.4494,1951.64,1893.18,1960.27,1973.35,2000.67,1998.57,2050.32,2057.0,2042.0,2012.27,2022.14,2021.15,2031.96
D560,1739.69,1691.44,1731.49,1734.63,1766.78,1766.16,1811.8,1815.02,1814.81,1781.07,1785.15,1794.73,1801.38,1439.75
